	referenced_tweets	id	conversation_id	author_id	lang	text	created_at	reply_settings	edit_history_tweet_ids	public_metrics.retweet_count	public_metrics.reply_count	public_metrics.like_count	public_metrics.quote_count	public_metrics.impression_count	in_reply_to_user_id	geo.place_id	geo.coordinates.type	geo.coordinates.coordinates
1600	[{'type': 'retweeted', 'id': '1633634643290341379'}]	1633743748487163905	1633743748487163905	2834374103	en	RT @eafjd: 📌 Today - on International Women’s day, we honor the Armenian women, who, throughout the centuries, have fought against injustic…	2023-03-09T08:17:17.000Z	everyone	['1633743748487163905']	8	0	0	0	0				
1601	[{'type': 'retweeted', 'id': '1633740984839454722'}]	1633743631348531203	1633743631348531203	1257668434298654721	en	RT @vikar_rasool: Hundreds of people joined ‘Hath Se Hath Jodo Abhiyan’ and carried out a 6KM padayatra from Markundal to Sumbal in Distt B…	2023-03-09T08:16:49.000Z	everyone	['1633743631348531203']	201	0	0	0	0				
1602	[{'type': 'replied_to', 'id': '1633718677873864705'}]	1633743543234883584	1633718677873864705	962007121	en	@SaraReyi And nonsense like this proves you're unfit for ANY form of statehood.	2023-03-09T08:16:28.000Z	everyone	['1633743543234883584']	1	0	2	0	46	1341094507534807041			
1603	[{'type': 'retweeted', 'id': '1633740984839454722'}]	1633743534485303297	1633743534485303297	1450003495755685889	en	RT @vikar_rasool: Hundreds of people joined ‘Hath Se Hath Jodo Abhiyan’ and carried out a 6KM padayatra from Markundal to Sumbal in Distt B…	2023-03-09T08:16:26.000Z	everyone	['1633743534485303297']	201	0	0	0	0				
1604	[{'type': 'retweeted', 'id': '1633628487318745089'}]	1633743362556821504	1633743362556821504	223200822	en	"RT @RepPressley: DC has the right to self-govern and pass laws that truly keep our communities safe.

This harmful action by Congress is a…"	2023-03-09T08:15:45.000Z	everyone	['1633743362556821504']	80	0	0	0	0				
1605	[{'type': 'retweeted', 'id': '1627508793541275648'}]	1633743086013804545	1633743086013804545	1429730404462862339	en	RT @narendramodi: Best wishes to the people of Mizoram on their Statehood Day. Mizoram is known for its natural beauty, hardworking people…	2023-03-09T08:14:39.000Z	everyone	['1633743086013804545']	2417	0	0	0	0				
1606	[{'type': 'retweeted', 'id': '1627508991915069442'}]	1633743080267603969	1633743080267603969	1429730404462862339	en	RT @narendramodi: Statehood Day wishes to the people of Arunachal Pradesh, a state synonymous with dynamism and patriotism. The people from…	2023-03-09T08:14:38.000Z	everyone	['1633743080267603969']	2458	0	0	0	0				
1607	[{'type': 'retweeted', 'id': '1633642801509572608'}]	1633742813841203201	1633742813841203201	2521861657	en	RT @HaFuChalice: @fifimurray2 I wonder if @AlboMP  &amp; @SenatorWong asked the Solicitor General or the office of the Attorney General if crea…	2023-03-09T08:13:34.000Z	everyone	['1633742813841203201']	6	0	0	0	0				
1608	[{'type': 'replied_to', 'id': '1633630276046708736'}]	1633742685512056832	1633630276046708736	720634976	en	"@AP DC Mayor had reservations and vetoed it--- she said there were some disturbing concerns that needed to be worked through; her veto was overturned....but Congress took her concerns into account;
Would be good for DC to acquire Statehood soon, but -- until then, it's in the middle"	2023-03-09T08:13:04.000Z	everyone	['1633742685512056832']	0	0	0	0	30	51241574			
1609	[{'type': 'retweeted', 'id': '1633740984839454722'}]	1633742659713110016	1633742659713110016	1315783646	en	RT @vikar_rasool: Hundreds of people joined ‘Hath Se Hath Jodo Abhiyan’ and carried out a 6KM padayatra from Markundal to Sumbal in Distt B…	2023-03-09T08:12:58.000Z	everyone	['1633742659713110016']	201	0	0	0	0				
1610	[{'type': 'retweeted', 'id': '1633740984839454722'}]	1633742637227466752	1633742637227466752	1353636253384626176	en	RT @vikar_rasool: Hundreds of people joined ‘Hath Se Hath Jodo Abhiyan’ and carried out a 6KM padayatra from Markundal to Sumbal in Distt B…	2023-03-09T08:12:52.000Z	everyone	['1633742637227466752']	201	0	0	0	0				
1611	[{'type': 'retweeted', 'id': '1633740984839454722'}]	1633742546060062720	1633742546060062720	1131903255154315267	en	RT @vikar_rasool: Hundreds of people joined ‘Hath Se Hath Jodo Abhiyan’ and carried out a 6KM padayatra from Markundal to Sumbal in Distt B…	2023-03-09T08:12:31.000Z	everyone	['1633742546060062720']	201	0	0	0	0				
1612	[{'type': 'retweeted', 'id': '1633740984839454722'}]	1633742467492347906	1633742467492347906	3241010856	en	RT @vikar_rasool: Hundreds of people joined ‘Hath Se Hath Jodo Abhiyan’ and carried out a 6KM padayatra from Markundal to Sumbal in Distt B…	2023-03-09T08:12:12.000Z	everyone	['1633742467492347906']	201	0	0	0	0				
1613	[{'type': 'retweeted', 'id': '1633740984839454722'}]	1633742427906359296	1633742427906359296	1244305704610975746	en	RT @vikar_rasool: Hundreds of people joined ‘Hath Se Hath Jodo Abhiyan’ and carried out a 6KM padayatra from Markundal to Sumbal in Distt B…	2023-03-09T08:12:02.000Z	everyone	['1633742427906359296']	201	0	0	0	0				
1614	[{'type': 'retweeted', 'id': '1633740984839454722'}]	1633742193016881154	1633742193016881154	1130389106	en	RT @vikar_rasool: Hundreds of people joined ‘Hath Se Hath Jodo Abhiyan’ and carried out a 6KM padayatra from Markundal to Sumbal in Distt B…	2023-03-09T08:11:06.000Z	everyone	['1633742193016881154']	201	0	0	0	0				
1615	[{'type': 'retweeted', 'id': '1633740984839454722'}]	1633742119629357056	1633742119629357056	3101141844	en	RT @vikar_rasool: Hundreds of people joined ‘Hath Se Hath Jodo Abhiyan’ and carried out a 6KM padayatra from Markundal to Sumbal in Distt B…	2023-03-09T08:10:49.000Z	everyone	['1633742119629357056']	201	0	0	0	0				
1616	[{'type': 'quoted', 'id': '1630837231182020608'}]	1633742105871826944	1633742105871826944	1161316811666800641	en	"Less than a week to go! 

Section on Heterarchy in World Politics (S11) explores challenges and limits to sovereignty, statehood, hybridity, and how they all transform the world order. Layers of influence among the West, Russia and China as well!  #EISAPEC23 @europeanisa https://t.co/ICujSYcNB9"	2023-03-09T08:10:46.000Z	everyone	['1633742105871826944']	4	0	7	0	1120				
1617	[{'type': 'retweeted', 'id': '1633740984839454722'}]	1633742096967565313	1633742096967565313	1148450359313981440	en	RT @vikar_rasool: Hundreds of people joined ‘Hath Se Hath Jodo Abhiyan’ and carried out a 6KM padayatra from Markundal to Sumbal in Distt B…	2023-03-09T08:10:44.000Z	everyone	['1633742096967565313']	201	0	0	0	0				
1618	[{'type': 'retweeted', 'id': '1633603296035323924'}]	1633741926792036352	1633741926792036352	1146206152922816513	en	RT @EricMGarcia: .@AOC lays into the Biden administration for supporting Republicans’ bill to block DC’s crime law. “supporting statehood,…	2023-03-09T08:10:03.000Z	everyone	['1633741926792036352']	222	0	0	0	0				
1619	[{'type': 'retweeted', 'id': '1633740984839454722'}]	1633741923126222848	1633741923126222848	1888982096	en	RT @vikar_rasool: Hundreds of people joined ‘Hath Se Hath Jodo Abhiyan’ and carried out a 6KM padayatra from Markundal to Sumbal in Distt B…	2023-03-09T08:10:02.000Z	everyone	['1633741923126222848']	201	0	0	0	0				
1620	[{'type': 'retweeted', 'id': '1633740984839454722'}]	1633741846341107712	1633741846341107712	872407480172662785	en	RT @vikar_rasool: Hundreds of people joined ‘Hath Se Hath Jodo Abhiyan’ and carried out a 6KM padayatra from Markundal to Sumbal in Distt B…	2023-03-09T08:09:44.000Z	everyone	['1633741846341107712']	201	0	0	0	0				
1621	[{'type': 'retweeted', 'id': '1633625994052399106'}]	1633741693106241536	1633741693106241536	442061349	en	RT @DemocracyDocket: “D.C. statehood is the only way to ensure American citizens living in Washington, D.C. have full representation in Con…	2023-03-09T08:09:07.000Z	everyone	['1633741693106241536']	95	0	0	0	0				
1622	[{'type': 'retweeted', 'id': '1633740984839454722'}]	1633741624760213505	1633741624760213505	1027367569160687616	en	RT @vikar_rasool: Hundreds of people joined ‘Hath Se Hath Jodo Abhiyan’ and carried out a 6KM padayatra from Markundal to Sumbal in Distt B…	2023-03-09T08:08:51.000Z	everyone	['1633741624760213505']	201	0	0	0	0				
1623	[{'type': 'replied_to', 'id': '1633628487318745089'}]	1633741581290450945	1633628487318745089	1600759789289472000	en	@RepPressley @POTUS DC statehood?  It's a grift to get more power for @TheDemocrats.  You know that and you are fooling nobody.	2023-03-09T08:08:41.000Z	everyone	['1633741581290450945']	0	0	1	0	6	1080584229510172678			
1624	[{'type': 'retweeted', 'id': '1633740984839454722'}]	1633741400964763648	1633741400964763648	885499999878094848	en	RT @vikar_rasool: Hundreds of people joined ‘Hath Se Hath Jodo Abhiyan’ and carried out a 6KM padayatra from Markundal to Sumbal in Distt B…	2023-03-09T08:07:58.000Z	everyone	['1633741400964763648']	201	0	0	0	0				
1625	[{'type': 'retweeted', 'id': '1633740984839454722'}]	1633741376981712902	1633741376981712902	1508589149129003010	en	RT @vikar_rasool: Hundreds of people joined ‘Hath Se Hath Jodo Abhiyan’ and carried out a 6KM padayatra from Markundal to Sumbal in Distt B…	2023-03-09T08:07:52.000Z	everyone	['1633741376981712902']	201	0	0	0	0				
1626		1633740984839454722	1633740984839454722	1469612048426291202	en	"Hundreds of people joined ‘Hath Se Hath Jodo Abhiyan’ and carried out a 6KM padayatra from Markundal to Sumbal in Distt Bandipora.

Taking Rahul Gandhi ji’s BJY message JKCongress raised the issue of Unemployment,Statehood, Demolition drive, Aptech-jkssb cycle, and Inflation !! https://t.co/ZXIpHyQ0Oj"	2023-03-09T08:06:18.000Z	everyone	['1633740984839454722']	201	26	308	73	10498				
1627	[{'type': 'retweeted', 'id': '1633628487318745089'}]	1633740042966536192	1633740042966536192	963846258593906688	en	"RT @RepPressley: DC has the right to self-govern and pass laws that truly keep our communities safe.

This harmful action by Congress is a…"	2023-03-09T08:02:34.000Z	everyone	['1633740042966536192']	80	0	0	0	0				
1628	[{'type': 'replied_to', 'id': '1633707789486006272'}]	1633738954762534913	1633701995889434624	1478811855695003652	en	@uberminch @michaelmalice Unlike German cookware German statehood isn't made to last	2023-03-09T07:58:14.000Z	everyone	['1633738954762534913']	0	0	0	0	15	1050267645201661952			
1629	[{'type': 'replied_to', 'id': '1633738882607923201'}]	1633738884096876545	1633738876111003648	66587232	en	for help from elected officials it isn't directly towards me. I am asking for better policies. Which they always divert that they don't have the time or it is federal or it isn't legally possible. So is statehood. But yall keep crying about it. So I'll keep demanding the absurd.	2023-03-09T07:57:58.000Z	everyone	['1633738884096876545']	0	1	0	0	4	66587232			
1630	[{'type': 'retweeted', 'id': '1627508793541275648'}]	1633736893442715648	1633736893442715648	1264238470962327560	en	RT @narendramodi: Best wishes to the people of Mizoram on their Statehood Day. Mizoram is known for its natural beauty, hardworking people…	2023-03-09T07:50:03.000Z	everyone	['1633736893442715648']	2417	0	0	0	0				
1631	[{'type': 'retweeted', 'id': '1627508991915069442'}]	1633736884408180741	1633736884408180741	1264238470962327560	en	RT @narendramodi: Statehood Day wishes to the people of Arunachal Pradesh, a state synonymous with dynamism and patriotism. The people from…	2023-03-09T07:50:01.000Z	everyone	['1633736884408180741']	2458	0	0	0	0				
1632	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633736820558123010	1633736820558123010	785363898195116032	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T07:49:46.000Z	everyone	['1633736820558123010']	380	0	0	0	0				
1633	[{'type': 'retweeted', 'id': '1633641088253665282'}]	1633735506428145665	1633735506428145665	1518687688999813120	en	RT @TomFitton: Breaking: In a historic repudiation of leftist DC statehood agenda and soft-on-crime radicalism, US Senate votes 81-14 (incl…	2023-03-09T07:44:32.000Z	everyone	['1633735506428145665']	380	0	0	0	0				
1634	[{'type': 'retweeted', 'id': '1633601464647012353'}]	1633734229224767489	1633734229224767489	3042476158	en	"RT @DiasporaCorner: ""Major developments are emerging from Las Anod &amp; soon it will be a rude awakening for those who thought their blue revo…"	2023-03-09T07:39:28.000Z	everyone	['1633734229224767489']	5	0	0	0	0				
1635	[{'type': 'retweeted', 'id': '1632569337948282881'}]	1633734223592042496	1633734223592042496	1458498898402557954	en	"RT @DeaconYoseph: The destructive path of Ethnic Federation:
1. One million war casualty
2. Gross Human Right Violations
3. The hidden appe…"	2023-03-09T07:39:26.000Z	everyone	['1633734223592042496']	70	0	0	0	0				
1636	[{'type': 'retweeted', 'id': '1633681594958458881'}]	1633733576155103232	1633733576155103232	2184426539	en	RT @prem_thakker: And how are Democrats being rewarded for abandoning their principles for D.C. statehood, or even moderate justice reform?…	2023-03-09T07:36:52.000Z	everyone	['1633733576155103232']	11	0	0	0	0				
1637	[{'type': 'retweeted', 'id': '1633642869570371588'}]	1633733561311281155	1633733561311281155	570776090	en	RT @RSwirling: Dem Senators who sold out DC statehood tonight: Baldwin, Bennet, Blumenthal, Sherrie Brown, Cantwell, Casey, Coons, Cortez M…	2023-03-09T07:36:48.000Z	everyone	['1633733561311281155']	38	0	0	0	0				
1638	[{'type': 'replied_to', 'id': '1633626658249777154'}]	1633733471980990466	1633626658249777154	1473335757473554432	en	@SenatorRisch Then maybe it’s time to grant them statehood so they can address it themselves, instead of having their purse strings controlled by congress. They do have a larger population than Wyoming or Vermont, after all.	2023-03-09T07:36:27.000Z	everyone	['1633733471980990466']	0	0	0	0	10	1096059529			
1639	[{'type': 'retweeted', 'id': '1627530395322572800'}]	1633733348144336896	1633733348144336896	1630093597931601920	en	"RT @RahulGandhi: Best wishes to the people of Arunachal Pradesh and Mizoram on their statehood day.

Blessed by natural beauty and wonderfu…"	2023-03-09T07:35:58.000Z	everyone	['1633733348144336896']	3948	0	0	0	0				
1640	[{'type': 'replied_to', 'id': '1633635426333335553'}]	1633732639000522752	1633635426333335553	330767701	en	@sgodofsk Every time we have The Discourse™️ on DC statehood I’m reliably informed that retrocession to MD is completely off the table because MD and DC are not remotely alike in terms of politics, culture, values, etc	2023-03-09T07:33:09.000Z	everyone	['1633732639000522752']	0	0	1	0	16	3419028987			
1641	[{'type': 'retweeted', 'id': '1633214523220938752'}]	1633732156764635136	1633732156764635136	1545436339	en	RT @GurageAffairs: Yetbarek is a well-known youth activist who advocates on social media. He was previously arrested and released for advoc…	2023-03-09T07:31:14.000Z	everyone	['1633732156764635136']	14	0	0	0	0				
1642	[{'type': 'retweeted', 'id': '1633214477549092864'}]	1633732095397773312	1633732095397773312	1545436339	en	RT @GurageAffairs: Tarekegn Bisrat is the former Geta Wereda Assistant Head of the Transportation and Roads Office. He was fired and jailed…	2023-03-09T07:30:59.000Z	everyone	['1633732095397773312']	14	0	0	0	0				
1643	[{'type': 'retweeted', 'id': '1633214462109908992'}]	1633732073281187841	1633732073281187841	1545436339	en	RT @GurageAffairs: Alemayehu Gebremeskel is the former zone organizing sector manager and one of the six cabinet members who were removed f…	2023-03-09T07:30:54.000Z	everyone	['1633732073281187841']	14	0	0	0	0				
1644	[{'type': 'retweeted', 'id': '1633214456258756609'}]	1633732062988455936	1633732062988455936	1545436339	en	RT @GurageAffairs: Senbit Nesru is a Wolkite University staff member was arrested for advocating to Gurage Regional Statehood question. He…	2023-03-09T07:30:51.000Z	everyone	['1633732062988455936']	17	0	0	0	0				
1645	[{'type': 'retweeted', 'id': '1633214441562034183'}]	1633732039844167680	1633732039844167680	1545436339	en	RT @GurageAffairs: Beyene Wolde is the General Manager for Gurage Media Network. He was arrested for his journalism work to document the hu…	2023-03-09T07:30:46.000Z	everyone	['1633732039844167680']	19	0	0	0	0				
1646	[{'type': 'retweeted', 'id': '1633214420628172814'}]	1633732004637298689	1633732004637298689	1545436339	en	RT @GurageAffairs: Jafar Temam Bedru is a well-known activist. He was arrested for advocating for the Gurage Regional Statehood question. H…	2023-03-09T07:30:37.000Z	everyone	['1633732004637298689']	17	0	0	0	0				
1647	[{'type': 'retweeted', 'id': '1633610554106413057'}]	1633731739695607808	1633731739695607808	1475643351240163341	en	RT @Daark_web: 🇷🇺#Lavrov: #Iraq, #Libya, #Syria &amp; #Afghanistan suffered from armed ventures &amp; neo-colonial aspirations, which undermined th…	2023-03-09T07:29:34.000Z	everyone	['1633731739695607808']	11	0	0	0	0				
1648	[{'type': 'replied_to', 'id': '1633605918532222977'}]	1633731734620745735	1633603296035323924	1330965280256786432	en	@CeliaFateEsq @EricMGarcia @AOC That comparison doesn't add up.  Denying DC statehood is not a tool for Biden or the Dems to get what they want done or get reelected.  This law passed the council elected by DC citizens who will be affected by the law.  It should be up to them.	2023-03-09T07:29:33.000Z	everyone	['1633731734620745735']	0	2	1	0	226	984061401651138560			
1649	[{'type': 'replied_to', 'id': '1631392285182009376'}]	1633731503417962496	1631392285182009376	1423499609717026816	en	@POTUS STATEHOOD NOW! Destroy the bullshit we kept up with from before the Civil War!	2023-03-09T07:28:38.000Z	everyone	['1633731503417962496']	0	0	0	0	0	1349149096909668363			
